genre_ids,id,overview,popularity,release_date,title,vote_average,vote_count,imdb_id
"[18, 12, 53]",10669,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.",6.909561,1972-07-30,Deliverance,7.2,526,tt0068473
"[18, 36]",289222,"The account of keepers of the Warsaw Zoo, Jan and Antonina Zabinski, who helped save hundreds of people and animals during the Nazi invasion.",12.488599,2017-03-31,The Zookeeper's Wife,7.2,369,tt1730768
"[35, 18, 10749]",10937,"Downtrodden writer Henry and distressed goddess Wanda aren't exactly husband and wife: they're wedded to their bar stools. But they like each other's company- and Barfly captures their giddy, gin-soaked attempts to make a go of life on the skids.",5.746902,1987-09-02,Barfly,7.2,104,tt0092618
"[14, 18]",34647,"This psychedelic tour of life after death is seen entirely from the point of view of Oscar (Nathaniel Brown), a young American drug dealer and addict living in Tokyo with his prostitute sister, Linda (Paz de la Huerta). When Oscar is killed by police during a bust gone bad, his spirit journeys from the past -- where he sees his parents before their deaths -- to the present -- where he witnesses his own autopsy -- and then to the future, where he looks out for his sister from beyond the grave.",10.281241,2009-05-05,Enter the Void,7.2,499,tt1191111
"[36, 18, 10752]",284689,"Testament of Youth is a powerful story of love, war and remembrance, based on the First World War memoir by Vera Brittain, which has become the classic testimony of that war from a woman’s point of view. A searing journey from youthful hopes and dreams to the edge of despair and back again, it’s a film about young love, the futility of war and how to make sense of the darkest times.",9.378476,2014-10-14,Testament of Youth,7.2,315,tt1441953
"[18, 10749, 12]",16520,"Mrs. Anna Leonowens and her son Louis arrive in Bangkok, where she has contracted to teach English to the children of the royal household. She threatens to leave when the house she had been promised is not available, but falls in love with the children.",8.629435,1956-06-29,The King and I,7.2,125,tt0049408
"[28, 80, 53]",168259,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,40.498722,2015-04-01,Furious 7,7.2,5011,tt2820852
"[28, 12, 35]",22538,"Scott Pilgrim is a 23 year old Canadian slacker and wannabe rockstar who falls in love with an American delivery girl, Ramona V. Flowers, and must defeat her seven ""evil exes"" to be able to date her.",24.932492,2010-07-27,Scott Pilgrim vs. the World,7.2,2720,tt0446029
"[18, 80, 53]",22803,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,10.106971,2009-10-15,Law Abiding Citizen,7.2,1874,tt1197624
"[18, 14, 37]",922,"On the run after murdering a man, accountant William Blake encounters a strange North American man named Nobody who prepares him for his journey into the spiritual world.",9.713793,1995-12-23,Dead Man,7.2,510,tt0112817
"[878, 28, 18, 53]",119450,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",52.413789,2014-06-26,Dawn of the Planet of the Apes,7.2,5456,tt2103281
"[28, 12, 53, 10752]",1368,"When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, the Vietnam vet snaps, runs for the hills and rat-a-tat-tats his way into the action-movie hall of fame. Hounded by a relentless sheriff, Rambo employs heavy-handed guerilla tactics to shake the cops off his tail.",27.769396,1982-10-22,First Blood,7.2,1890,tt0083944
"[80, 18]",1429,"The filmed adaptation from David Benioff's novel of the same name. Set in New York, a convicted drug dealer named Monty has one day left of freedom before he is sent to prison. Anger, blame, frustration, betrayal, guilt and loneliness are themes on this last day of friends, family, parties, saying goodbye, and setting things straight. A Spike Lee joint.",9.250487,2002-12-16,25th Hour,7.2,838,tt0307901
"[36, 18]",82695,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.",31.001706,2012-12-18,Les Misérables,7.2,2329,tt1707386
"[16, 35, 10751, 9648, 12, 14]",13151,"The Mystery Gang reunite and visit Moonscar Island, a remote island with a dark secret. Daphne wants more than just a villain in a costume, and they get more than they ever expected.",7.827917,1998-09-22,Scooby-Doo on Zombie Island,7.2,111,tt0166792
"[12, 16, 35, 10751, 14, 27]",213121,"What starts out as a fun road trip for the Toy Story gang takes an unexpected turn for the worse when the trip detours to a roadside motel. After one of the toys goes missing, the others find themselves caught up in a mysterious sequence of events that must be solved before they all suffer the same fate in this Toy Story of Terror.",1.340784,2013-10-16,Toy Story of Terror!,7.2,305,tt2446040
"[28, 53]",38234,"Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.",12.629157,2010-05-22,Undisputed III : Redemption,7.2,225,tt1156466
[18],21641,"Taking over Leeds United, Brian Clough's abrasive approach and his clear dislike of the players' dirty style of play make it certain there is going to be friction. Glimpses of his earlier career help explain both his hostility to previous manager Don Revie and how much he is missing right-hand man Peter Taylor",6.815455,2009-03-27,The Damned United,7.2,206,tt1226271
"[53, 16, 28, 80]",242643,"Based on the hit video game series, Batman must find a bomb planted by the Joker while dealing with a mysterious team of villains called, The Suicide Squad.",10.066221,2014-08-12,Batman: Assault on Arkham,7.2,363,tt3139086
[27],11868,"After Jonathan Harker attacks Dracula at his castle (apparently somewhere in Germany), the vampire travels to a nearby city, where he preys on the family of Harker's fiancée. The only one who may be able to protect them is Dr. van Helsing, Harker's friend and fellow-student of vampires, who is determined to destroy Dracula, whatever the cost.",8.074954,1958-05-08,Dracula,7.2,156,tt0051554
"[28, 9648, 878, 53, 12, 14]",336843,"Thomas leads his group of escaped Gladers on their final and most dangerous mission yet. To save their friends, they must break into the legendary Last City, a WCKD-controlled labyrinth that may turn out to be the deadliest maze of all. Anyone who makes it out alive will get answers to the questions the Gladers have been asking since they first arrived in the maze.",67.434503,2018-01-17,Maze Runner: The Death Cure,7.2,1080,tt4500922
"[16, 10751]",13933,"With one coin to make a wish at the piazza fountain, a peasant girl encounters two competing street performers who'd prefer the coin find its way into their tip jars. The little girl, Tippy, is caught in the middle as a musical duel ensues between the one-man-bands.",6.370808,2005-06-21,One Man Band,7.2,161,tt0479113
"[35, 18, 10749]",19913,"Tom, greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer, suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",19.357269,2009-07-17,(500) Days of Summer,7.2,3839,tt1022603
"[53, 80, 9648]",2252,"A Russian teenager, living in London, dies during childbirth but leaves clues to a midwife in her journal, that could tie her child to a rape involving a violent Russian mob family.",19.985742,2007-09-14,Eastern Promises,7.2,1089,tt0765443
"[18, 10749]",239571,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,10.516132,2014-10-16,The Best of Me,7.2,958,tt1972779
"[35, 27]",814,Two American tourists in England are attacked by a werewolf that none of the locals will admit exists.,9.481332,1981-08-21,An American Werewolf in London,7.2,684,tt0082010
[18],11159,"A middle-aged London factory worker is shocked when the mixed-race daughter she gave up at birth decides to track her down. At first she denies she is her mother. All family members become emotional, as everyone's secrets are exposed.",6.920633,1996-05-24,Secrets & Lies,7.2,162,tt0117589
"[16, 35, 10751, 14]",130925,"When Rex finds himself left behind in the bathroom, he puts his limbs to use by getting a bath going for a bunch of new toy friends.",8.345036,2012-09-14,Partysaurus Rex,7.2,117,tt2340678
"[18, 10749]",8356,"Nickie Ferrante's return to New York to marry a rich heiress is well publicized as are his many antics and affairs. He meets a nightclub singer Terry McKay who is also on her way home to her longtime boyfriend. She sees him as just another playboy and he sees her as stand-offish but over several days they soon find they've fallen in love. Nickie has never really worked in his life so they agree that they will meet again in six months time atop the Empire State building. This will give them time to deal with their current relationships and for Nickie to see if he can actually earn a living. He returns to painting and is reasonably successful. On the agreed date, Nickie is waiting patiently for Terry who is racing to join him. Fate intervenes however, resulting in misunderstanding and heartbreak and only fate can save their relationship.",5.255307,1957-07-11,An Affair to Remember,7.2,129,tt0050105
"[12, 18, 28]",87827,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",28.013604,2012-11-20,Life of Pi,7.2,6795,tt0454876
"[35, 18, 36]",371638,"An aspiring actor in Hollywood meets an enigmatic stranger by the name of Tommy Wiseau, the meeting leads the actor down a path nobody could have predicted; creating the worst movie ever made.",19.682291,2017-11-30,The Disaster Artist,7.2,782,tt3521126
"[80, 18, 9648]",3766,A romantic drifter gets caught between a corrupt tycoon and his voluptuous wife.,7.898923,1947-12-24,The Lady from Shanghai,7.2,138,tt0040525
"[16, 10751]",10144,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,30.373119,1989-11-17,The Little Mermaid,7.2,2549,tt0097757
[10752],853,Enemy at the Gates is a war film from Jean-Jacques Annaud from 2001 that takes place during the battle of Stalingard in World War II between the Russians and the Germans.,19.733873,2001-03-14,Enemy at the Gates,7.2,1290,tt0215750
[18],45317,"The Fighter, is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",18.053692,2010-12-17,The Fighter,7.2,1790,tt0964517
"[18, 10402]",1677,"Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered couping gospel and country together.",9.079818,2004-10-29,Ray,7.2,600,tt0350258
[18],14291,A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.,5.393394,1993-08-13,Searching for Bobby Fischer,7.2,119,tt0108065
"[878, 53, 18]",49047,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",34.720379,2013-09-27,Gravity,7.2,6957,tt1454468
"[12, 16, 18, 10751]",37135,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",20.943375,1999-06-18,Tarzan,7.2,2287,tt0120855
"[80, 18, 53]",77016,Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,22.536641,2012-09-20,End of Watch,7.2,1413,tt1855199
"[53, 878]",220289,"On the night a comet is passing near Earth, eight friends at a dinner party experience a troubling chain of reality bending events. When the power goes out, they discover that the only house on the street left with power also holds many secrets.",10.563561,2013-09-19,Coherence,7.2,838,tt2866360
"[35, 18]",177,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.,7.266857,1991-09-09,The Fisher King,7.2,439,tt0101889
"[10752, 18, 53]",334517,Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during in the early 1960s.,6.009984,2016-09-19,The Siege of Jadotville,7.2,225,tt3922798
"[16, 10751]",11544,"A lonely Hawaiian girl named Lilo is being raised by her older sister, Nani, after their parents die -- under the watch of social worker Cobra Bubbles. When Lilo adopts a funny-looking dog and names him ""Stitch,"" she doesn't realize her new best friend is a wacky alien created by mad scientist Dr. Jumba.",14.838057,2002-06-21,Lilo & Stitch,7.2,1844,tt0275847
"[12, 16, 18]",11837,"When the warren belonging to a community of rabbits is threatened, a brave group led by Fiver, Bigwig, Blackberry and Hazel leave their homeland in a search of a safe new haven.",6.174976,1978-10-14,Watership Down,7.2,213,tt0078480
"[18, 10749, 10752]",271674,"France, 1940. In the first days of occupation, beautiful Lucile Angellier is trapped in a stifled existence with her controlling mother-in-law as they both await news of her husband: a prisoner of war. Parisian refugees start to pour into their small town, soon followed by a regiment of German soldiers who take up residence in the villagers' own homes. Lucile initially tries to ignore Bruno von Falk, the handsome and refined German officer staying with them. But soon, a powerful love draws them together and leads them into the tragedy of war.",9.045092,2014-11-05,Suite Française,7.2,382,tt0900387
"[18, 80]",10474,Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction.,11.55935,1995-04-21,The Basketball Diaries,7.2,593,tt0112461
"[878, 18]",840,"After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.",11.003245,1977-11-16,Close Encounters of the Third Kind,7.2,1433,tt0075860
[18],132363,"A look at the life of Cecil Gaines who served eight presidents as the White House's head butler from 1952 to 1986, and had a unique front-row seat as political and racial history was made.",9.326259,2013-08-16,The Butler,7.2,1357,tt1327773
"[53, 80]",161,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",26.837472,2001-12-07,Ocean's Eleven,7.2,4652,tt0240772
"[18, 36]",11499,"For three years after being forced from office, Nixon remained silent. But in summer 1977, the steely, cunning former commander-in-chief agreed to sit for one all-inclusive interview to confront the questions of his time in office and the Watergate scandal that ended his presidency. Nixon surprised everyone in selecting Frost as his televised confessor, intending to easily outfox the breezy British showman and secure a place in the hearts and minds of Americans. Likewise, Frost's team harboured doubts about their boss's ability to hold his own. But as the cameras rolled, a charged battle of wits resulted.",9.391972,2008-10-15,Frost/Nixon,7.2,439,tt0870111
[35],12762,"A hapless talent manager named Danny Rose, by helping a client, gets dragged into a love triangle involving the mob. His story is told in flashback, an anecdote shared amongst a group of comedians over lunch at New York's Carnegie Deli. Rose's one-man talent agency represents countless incompetent entertainers, including a one-legged tap dancer, and one slightly talented one: washed-up lounge singer Lou Canova (Nick Apollo Forte), whose career is on the rebound.",5.656695,1984-01-27,Broadway Danny Rose,7.2,136,tt0087003
"[18, 35]",18947,"The Boat that Rocked is an ensemble comedy, where the romance is between the young people of the 60s, and pop music. It's about a band of DJs that captivate Britain, playing the music that defines a generation and standing up to a government that  wanted control of popular culture via the British Broadcasting Corporation. Loosely based on the events in Britain in the 60's when the Labour government of Harold Wilson, wanted to bring the pirate stations under control, enough to see the passage of the Marine Broadcasting Offences Act on 15 August 1967",10.267243,2009-04-01,The Boat That Rocked,7.2,833,tt1131729
"[27, 53]",794,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil. A classic horror film with Gregory Peck from 1976.",8.120998,1976-06-06,The Omen,7.2,613,tt0075005
"[27, 9648, 878, 53]",11850,"The first remake of the paranoid infiltration classic moves the setting for the invasion, from a small town to the city of San Francisco and starts as Matthew Bennell notices that several of his friends are complaining that their close relatives are in some way different. When questioned later they themselves seem changed, as they deny everything or make lame excuses. As the invaders increase in number they become more open and Bennell, who has by now witnessed an attempted ""replacement"", realises that he and his friends must escape or suffer the same fate. But who can he trust to help him and who has already been snatched?",7.103803,1978-12-19,Invasion of the Body Snatchers,7.2,286,tt0077745
"[18, 10749]",713,"After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.",10.497164,1993-05-19,The Piano,7.2,386,tt0107822
"[12, 35, 18, 14, 9648]",20312,An aspiring painter meets various characters and learns valuable lessons while traveling across America.,7.279786,2002-04-13,Interstate 60,7.2,181,tt0165832
"[35, 18, 37, 10402]",16563,"Things are different for the Pontipee men now that big brother Adam's fetched a bride and brought her to their cabin. Indeed, the unwed brothers are so inspired they raid the town and carry off brides of their own!",6.541146,1954-07-22,Seven Brides for Seven Brothers,7.2,165,tt0047472
"[28, 18, 53]",2502,"When a CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.",16.537212,2004-07-23,The Bourne Supremacy,7.2,3335,tt0372183
"[878, 53]",406990,"In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.",25.668753,2017-08-18,What Happened to Monday,7.2,1754,tt1536537
[27],377,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson (Heather Langenkamp) traces the cause to child molester Fred Krueger (Robert Englund), who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen (Johnny Depp), must devise a plan to lure the monster out of the realm of nightmares and into the real world...",21.779975,1984-11-14,A Nightmare on Elm Street,7.2,1551,tt0087800
"[37, 35]",11072,"A town – where everyone seems to be named Johnson – is in the way of the railroad and, in order to grab their land, Hedley Lemar, a politically connected nasty person, sends in his henchmen to make the town unlivable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.",8.5827,1974-02-07,Blazing Saddles,7.2,730,tt0071230
"[80, 18, 9648, 53]",506,Marnie is a beautiful kleptomaniac who is in love with businessman Mark Rutland. Marnie who is a compulsive thief is being watched by her new boss Mark who suspects her of stealing from him and thus decides to blackmail her in the most unusual way. A psychological thriller from Alfred Hitchcock based on a novel of the same name by Winston Graham.,6.399721,1964-07-09,Marnie,7.2,304,tt0058329
"[18, 37]",3110,"A weary gunfighter attempts to settle down with a homestead family, but a smouldering settler and rancher conflict forces him to act.",7.678123,1953-04-23,Shane,7.2,182,tt0046303
[53],11963,"A bookish CIA researcher finds all his co-workers dead, and must outwit those responsible until he figures out who he can really trust.",6.802677,1975-09-24,Three Days of the Condor,7.2,308,tt0073802
"[18, 10749, 10752]",11426,"In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",7.077868,1953-08-28,From Here to Eternity,7.2,175,tt0045793
[35],4543,"Life's questions are 'answered' in a series of outrageous vignettes, beginning with a staid London insurance company which transforms before our eyes into a pirate ship. Then there's the National Health doctors who try to claim a healthy liver from a still-living donor. The world's most voracious glutton brings the art of vomiting to new heights before his spectacular demise.",9.350547,1983-03-31,The Meaning of Life,7.2,625,tt0085959
"[878, 28, 18, 53]",69315,A two-hour Battlestar Galactica special that tells the story of the Battlestar Pegasus several months prior to it finding the Galactica.,8.453597,2007-12-18,Battlestar Galactica: Razor,7.2,143,tt0991178
"[16, 12, 35, 10751]",342473,"Set in 1879 Paris. An orphan girl dreams of becoming a ballerina and flees her rural Brittany for Paris, where she passes for someone else and accedes to the position of pupil at the Grand Opera house.",12.980183,2016-12-14,Ballerina,7.2,633,tt2261287
"[28, 12, 16, 878]",15359,"On the mystical island of Themyscira, a proud and fierce warrior race of Amazons have raised a daughter of untold beauty, grace and strength: Princess Diana. When an Army fighter pilot, Steve Trevor, crash-lands on the island, the rebellious and headstrong Diana defies Amazonian law by accompanying Trevor back to civilization.",7.000743,2009-03-03,Wonder Woman,7.2,166,tt1186373
"[12, 35, 10751, 878]",196,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",20.195057,1990-05-25,Back to the Future Part III,7.2,3736,tt0099088
"[18, 9648, 53, 14]",1813,A hotshot lawyer gets more than he bargained for when he learns his new boss is Lucifer himself.,21.529179,1997-10-17,The Devil's Advocate,7.2,1792,tt0118971
"[18, 80, 53]",470,"This is the story of three gentle persons: Paul Rivers an ailing mathematician lovelessly married to an English émigré, Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever.",17.362487,2003-09-06,21 Grams,7.2,1153,tt0315733
"[12, 18, 28, 36]",11416,"Jeremy Irons plays a Spanish Jesuit who goes into the South American wilderness to build a mission in the hope of converting the Indians of the region. Robert DeNiro plays a slave hunter who is converted and joins Irons in his mission. When Spain sells the colony to Portugal, they are forced to defend all they have built against the Portugese aggressors.",6.687735,1986-09-29,The Mission,7.2,377,tt0091530
[18],26617,"A drop-out from upper-class America picks up work along the way on oil-rigs when his life isn't spent in a squalid succession of bars, motels, and other points of interest.",8.876478,1970-09-12,Five Easy Pieces,7.2,143,tt0065724
"[28, 80, 18, 53]",2153,The Driver specializes in driving getaway cars for robberies. His exceptional talent has prevented him from being caught yet. After another successful flight from the police a self-assured detective makes it his primary goal to catch the Driver. He promises pardons to a gang if they help to convict him in a set-up robbery. The Driver seeks help from The Player to mislead the detective.,7.751029,1978-06-08,The Driver,7.2,119,tt0077474
"[28, 80, 18, 9648, 53]",273481,"A young female FBI agent joins a secret CIA operation to take down a Mexican cartel boss, a job that ends up pushing her ethical and moral values to the limit.",35.302898,2015-09-17,Sicario,7.2,3098,tt3397884
"[18, 53, 10752]",12162,"Forced to play a dangerous game of cat-and-mouse in the chaos of war, an elite Army bomb squad unit must come together in a city where everyone is a potential enemy and every object could be a deadly bomb.",20.54197,2008-10-10,The Hurt Locker,7.2,2290,tt0887912
"[28, 36, 10752]",855,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",25.752028,2001-12-28,Black Hawk Down,7.2,2199,tt0265086
"[80, 18]",4816,An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.,7.410178,1999-09-13,Ghost Dog: The Way of the Samurai,7.2,393,tt0165798
"[27, 10749]",628,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",24.173036,1994-11-11,Interview with the Vampire,7.2,1940,tt0110148
"[18, 10749]",1278,A young American studying in Paris in 1968 strikes up a friendship with a French brother and sister. Set against the background of the '68 Paris student riots.,11.230044,2003-09-01,The Dreamers,7.2,927,tt0309987
"[18, 9648, 53]",11020,"In the early 1900s, Miranda attends a girls boarding school in Australia. One Valentine's Day, the school's typically strict headmistress treats the girls to a picnic field trip to an unusual but scenic volcanic formation called Hanging Rock. Despite rules against it, Miranda and several other girls venture off. It's not until the end of the day that the faculty realizes the girls and one of the teachers have disappeared mysteriously.",7.411233,1975-09-02,Picnic at Hanging Rock,7.2,197,tt0073540
"[28, 12]",297762,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,47.724669,2017-05-30,Wonder Woman,7.2,8077,tt0451279
[18],249688,"The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.'",7.676932,2015-07-31,The End of the Tour,7.2,246,tt3416744
"[36, 18]",10139,"The story of California's first openly gay elected official, Harvey Milk, who  became an outspoken agent for change, seeking equal rights and opportunities for all. His great love for the city and its people brought him backing from young and old, straight and gay, alike – at a time when prejudice and violence against gays was openly accepted as the norm.",9.834284,2008-11-26,Milk,7.2,788,tt1013753
"[18, 80]",203,"A small-time hood must choose from among love, friendship and the chance to rise within the mob.",8.284268,1973-10-02,Mean Streets,7.2,473,tt0070379
[18],205587,"A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.",30.110948,2014-10-08,The Judge,7.2,1753,tt1872194
[18],881,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",21.046005,1992-12-11,A Few Good Men,7.2,1143,tt0104257
[18],412202,A music-mad 16-year-old outcast at a rugby-mad boarding school forms an unlikely friendship with his dashing new roommate.,6.373416,2017-02-15,Handsome Devil,7.2,158,tt5016946
"[53, 28, 80]",17814,The lone inhabitants of an abandoned police station are under attack by the overwhelming numbers of a seemingly unstoppable street gang.,8.157236,1976-11-05,Assault on Precinct 13,7.2,295,tt0074156
"[28, 16, 35, 10751, 14]",324849,"In the irreverent spirit of fun that made “The Lego Movie” a worldwide phenomenon, the self-described leading man of that ensemble—Lego Batman—stars in his own big-screen adventure. But there are big changes brewing in Gotham, and if he wants to save the city from The Joker’s hostile takeover, Batman may have to drop the lone vigilante thing, try to work with others and maybe, just maybe, learn to lighten up.",14.342522,2017-02-08,The Lego Batman Movie,7.2,1960,tt4116284
"[80, 18, 53]",37094,"On the day of his daughter's birthday, William ""D-Fens"" Foster is trying to get to the home of his estranged ex-wife to see his daughter. His car breaks down, so he leaves his car in a traffic jam in Los Angeles and decides to walk. He goes to a convenience store and tries to get some change for a phone call, but the Korean owner does not oblige, tipping Foster over the edge. The unstable Foster, so frustrated with the various flaws he sees in society, begins to psychotically and violently lash out against them.",7.784307,1993-02-26,Falling Down,7.2,1055,tt0106856
"[28, 16, 53]",76589,"An adaptation of Mark Waid's ""Tower of Babel"" story from the JLA comic. Vandal Savage steals confidential files Batman has compiled on the members of the Justice League, and learns all their weaknesses.",8.002464,2012-02-28,Justice League: Doom,7.2,263,tt2027128
"[28, 80, 18, 53]",11524,"Frank is an expert professional safecracker, specialized in high-profile diamond heists. He plans to use his ill-gotten income to retire from crime and build a nice life for himself complete with a home, wife and kids. To accelerate the process, he signs on with a top gangster for a big score.",9.825975,1981-03-27,Thief,7.2,165,tt0083190
"[35, 18, 10749]",2028,"A budding romance between noble underachiever Lloyd Dobler and high school valedictorian Diane Court is threatened when Diane's overly possessive, disapproving father interferes with their relationship. With a prized scholarship to study abroad hanging in the balance, Diane must find a way to make both men happy.",7.48859,1989-04-14,Say Anything...,7.2,300,tt0098258
[53],6145,"A husband is on trial for the attempted murder of his wife, in what is seemingly an open/shut case for the ambitious district attorney trying to put him away. However, there are surprises for both around every corner, and, as a suspenseful game of cat-and-mouse is played out, each must manipulate and outwit the other.",18.876764,2007-04-20,Fracture,7.2,1180,tt0488120
"[28, 12, 53]",1669,"A new Soviet nuclear missile sub (a Boomer) heading out on her maiden voyage that is being tracked by a Los Angeles class American submarine suddenly goes silent and ""disappears"". This focuses the attention of both U.S. Intelligence and the U.S. Navy on the Russian Sub Commander .  When it is determined that the silent Soviet Boomer may be headed for American coastal waters panic ensues. A CIA analyst, Jack Ryan,  convinces the brass that the Boomer's commander may intend something other than a nuclear first strike in mind. A perilous and tense cat-and-mouse game ensues.",11.698698,1990-03-02,The Hunt for Red October,7.2,1166,tt0099810
"[80, 18, 53]",573,"A serial murderer is strangling women with a necktie. The London police have a suspect, but he is the wrong man.",6.868491,1972-05-25,Frenzy,7.2,215,tt0068611
[35],18785,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",25.483964,2009-06-05,The Hangover,7.2,7652,tt1119646
"[80, 18, 53, 37]",338766,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,26.066681,2016-08-12,Hell or High Water,7.2,1714,tt2582782
